Precisão/Revocação;deckard-6-10-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4336621
40%;0,4010032
50%;0,4249229
60%;0,439929
70%;0,4045785
80%;0,4278776
90%;0,4408031
100%;0,4418567
