Precisão/Revocação;deckard-10-15-1,0.csv
0%;1
10%;0,9025974
20%;0,4346719
30%;0,4141451
40%;0,3888954
50%;0,4258385
60%;0,4382089
70%;0,4607625
80%;0,4816856
90%;0,5005778
100%;0,4552335
