Precisão/Revocação;deckard-8-11-0,9.csv
0%;1
10%;0,753882
20%;0,5563508
30%;0,4697751
40%;0,4219803
50%;0,4635949
60%;0,480215
70%;0,4572152
80%;0,4831319
90%;0,3815248
100%;0,3504788
