Precisão/Revocação;deckard-8-9-0,9.csv
0%;1
10%;0,753882
20%;0,557833
30%;0,441034
40%;0,387268
50%;0,4232549
60%;0,4382772
70%;0,408084
80%;0,4313078
90%;0,4443073
100%;0,4687183
