Precisão/Revocação;deckard-14-2-1,0.csv
0%;1
10%;0,9331828
20%;0,646961
30%;0,6275797
40%;0,612746
50%;0,5549294
60%;0,5476473
70%;0,5634749
80%;0,5862271
90%;0,5059208
100%;0,3665312
