Precisão/Revocação;deckard-8-9-1,0.csv
0%;1
10%;0,9241248
20%;0,6645576
30%;0,58109
40%;0,5468813
50%;0,5778292
60%;0,5269001
70%;0,5223955
80%;0,5439187
90%;0,5179798
100%;0,3400773
