Precisão/Revocação;deckard-40-2-1,0.csv
1;0,9347826
2;0,6956522
3;0,6485507
4;0,6297101
5;0,5495342
6;0,5235507
7;0,4944099
8;0,4711792
9;0,4479641
10;0,3812112
