Precisão/Revocação;deckard-14-9-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,4329709
40%;0,3518951
50%;0,3804798
60%;0,3993752
70%;0,3672657
80%;0,3932713
90%;0,4085556
100%;0,4349628
