Precisão/Revocação;deckard-4-2-1,0.csv
0%;1
10%;0,9119692
20%;0,6093722
30%;0,6024957
40%;0,6099324
50%;0,6374043
60%;0,6074836
70%;0,6288732
80%;0,6468308
90%;0,6110992
100%;0,3208295
