Precisão/Revocação;deckard-60-4-1,0.csv
1;0,9347826
2;0,6086957
3;0,5398551
4;0,4282609
5;0,3695134
6;0,3623188
7;0,363423
8;0,3430501
9;0,3277778
10;0,2835145
