Precisão/Revocação;deckard-14-3-0,9.csv
0%;1
10%;0,753882
20%;0,5547467
30%;0,4617072
40%;0,3989579
50%;0,4435876
60%;0,4622526
70%;0,431893
80%;0,4589552
90%;0,3781927
100%;0,3539595
