Precisão/Revocação;deckard-10-2147483647-0,9.csv
1;0,6521739
2;0,4347826
3;0,4655797
4;0,4427536
5;0,4135611
6;0,4039855
7;0,3781228
8;0,3649539
9;0,3545549
10;0,3374482
