Precisão/Revocação;deckard-12-5-1,0.csv
0%;1
10%;0,9223132
20%;0,4544423
30%;0,4240846
40%;0,4339672
50%;0,4704875
60%;0,4797145
70%;0,5021742
80%;0,5211166
90%;0,4998657
100%;0,4295984
