Precisão/Revocação;deckard-10-4-0,9.csv
1;0,6304348
2;0,423913
3;0,4528986
4;0,4221014
5;0,4013975
6;0,3858696
7;0,3582298
8;0,3383564
9;0,3400966
10;0,3265528
