Precisão/Revocação;deckard-30-4-0,9.csv
1;0,6521739
2;0,4130435
3;0,4365942
4;0,4210145
5;0,3860248
6;0,3677536
7;0,3307626
8;0,3106061
9;0,3087819
10;0,3090839
