Precisão/Revocação;deckard-20-2147483647-1,0.csv
1;0,8913043
2;0,5652174
3;0,5217391
4;0,5293478
5;0,5476708
6;0,5307971
7;0,5139061
8;0,4842721
9;0,4543133
10;0,3776397
