Precisão/Revocação;deckard-12-3-0,9.csv
0%;1
10%;0,753882
20%;0,5574304
30%;0,4722913
40%;0,378399
50%;0,4143904
60%;0,4289776
70%;0,4040457
80%;0,4326693
90%;0,3743378
100%;0,350303
