Precisão/Revocação;deckard-9-15-0,9.csv
0%;1
10%;0,7526397
20%;0,5415286
30%;0,4287853
40%;0,3771974
50%;0,4147775
60%;0,4309202
70%;0,4016018
80%;0,425568
90%;0,4391444
100%;0,4640609
