Precisão/Revocação;deckard-20-2147483647-0,9.csv
1;0,6304348
2;0,4347826
3;0,4655797
4;0,4427536
5;0,4164596
6;0,4039855
7;0,3785887
8;0,3631423
9;0,3595928
10;0,339441
