Precisão/Revocação;deckard-30-2-1,0.csv
1;0,9130435
2;0,5652174
3;0,5217391
4;0,5492754
5;0,5060559
6;0,4800725
7;0,4538647
8;0,4306654
9;0,4180814
10;0,3729814
