Precisão/Revocação;deckard-20-4-1,0.csv
1;0,8695652
2;0,5652174
3;0,5181159
4;0,5228261
5;0,5055383
6;0,4963768
7;0,4810559
8;0,4557806
9;0,4319186
10;0,3654762
