Precisão/Revocação;deckard-3-7-0,9.csv
0%;1
10%;0,7300687
20%;0,5557858
30%;0,433807
40%;0,4011705
50%;0,4251242
60%;0,4401432
70%;0,4048033
80%;0,4281187
90%;0,4177984
100%;0,4436221
