Precisão/Revocação;deckard-50-2-1,0.csv
1;0,9130435
2;0,5869565
3;0,5199275
4;0,482971
5;0,4557453
6;0,4275362
7;0,4009834
8;0,3920455
9;0,3902001
10;0,3417961
