Precisão/Revocação;deckard-50-2147483647-1,0.csv
1;0,9565217
2;0,673913
3;0,6358696
4;0,5851449
5;0,5495342
6;0,5181159
7;0,4876812
8;0,4483696
9;0,4261905
10;0,3637422
