Precisão/Revocação;deckard-12-10-1,0.csv
0%;1
10%;0,9040867
20%;0,4513635
30%;0,4396381
40%;0,4231701
50%;0,4487038
60%;0,4627799
70%;0,489668
80%;0,5129721
90%;0,534773
100%;0,4438187
