Precisão/Revocação;deckard-2-2147483647-1,0.csv
0%;1
10%;0,9047148
20%;0,5969092
30%;0,5713555
40%;0,5730871
50%;0,5984262
60%;0,5031259
70%;0,5252882
80%;0,5470559
90%;0,4809004
100%;0,3208295
