Precisão/Revocação;deckard-8-2-1,0.csv
0%;1
10%;0,9295125
20%;0,6442612
30%;0,610504
40%;0,628106
50%;0,536414
60%;0,5381736
70%;0,5614785
80%;0,5823098
90%;0,4832153
100%;0,3583913
