Precisão/Revocação;deckard-50-4-1,0.csv
1;0,9347826
2;0,6086957
3;0,5217391
4;0,5003623
5;0,4830745
6;0,4682971
7;0,4484299
8;0,4477108
9;0,425138
10;0,3603002
