Precisão/Revocação;deckard-8-12-1,0.csv
0%;1
10%;0,9040579
20%;0,5974354
30%;0,5714523
40%;0,569005
50%;0,5934384
60%;0,4980276
70%;0,5020303
80%;0,5229991
90%;0,4136504
100%;0,3311659
