Precisão/Revocação;deckard-5-2-0,9.csv
0%;1
10%;0,753882
20%;0,5564527
30%;0,5551111
40%;0,5129945
50%;0,5554639
60%;0,5706726
70%;0,542519
80%;0,5657751
90%;0,5572645
100%;0,429764
