Precisão/Revocação;deckard-9-8-1,0.csv
0%;1
10%;0,9040579
20%;0,6626735
30%;0,6362752
40%;0,636574
50%;0,6595099
60%;0,5640991
70%;0,5245976
80%;0,5461635
90%;0,5174929
100%;0,3396656
