Precisão/Revocação;deckard-7-14-1,0.csv
0%;1
10%;0,9041973
20%;0,6022499
30%;0,575975
40%;0,5724809
50%;0,5979983
60%;0,5026002
70%;0,5250635
80%;0,5466361
90%;0,5207019
100%;0,3384788
