Precisão/Revocação;deckard-10-3-1,0.csv
0%;1
10%;0,919327
20%;0,5967431
30%;0,508737
40%;0,4546821
50%;0,4496924
60%;0,4636978
70%;0,4875348
80%;0,5109073
90%;0,4839298
100%;0,3227405
