Precisão/Revocação;deckard-30-4-1,0.csv
1;0,8695652
2;0,6304348
3;0,5797101
4;0,5434783
5;0,5022257
6;0,4927536
7;0,5014148
8;0,4827075
9;0,4502761
10;0,3802795
