Precisão/Revocação;deckard-12-11-1,0.csv
0%;1
10%;0,9440523
20%;0,7573
30%;0,6908659
40%;0,6570567
50%;0,684287
60%;0,6908566
70%;0,6405773
80%;0,656368
90%;0,6450513
100%;0,4012186
