Precisão/Revocação;deckard-20-0-0,9.csv
1;0,6086957
2;0,423913
3;0,4528986
4;0,432971
5;0,4187888
6;0,4076087
7;0,3768633
8;0,3546607
9;0,3545894
10;0,3475673
