avaliarAvaliador;avaliarAvaliador;1
avaliarAvaliador;avaliarCoordenadorDeArea;1
avaliarAvaliador;cadastrarFichaDeAvaliacaoComSucesso;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoDuasVezesComSucesso;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoPagina;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoSomatorioDePontosAcimaDe100;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFichaDeAvaliacao;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFichaDeAvaliacaoRecadastrada;0,875
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFormulario;0,875
avaliarAvaliador;distribuirAvaliadoresComMaisDeUmCoordenadorDeArea;0,875
avaliarAvaliador;distribuirAvaliadoresComSucesso;0,875
avaliarAvaliador;distribuirAvaliadoresPagina;0,875
avaliarAvaliador;distribuirAvaliadoresSemAvaliadores;0,875
avaliarAvaliador;distribuirAvaliadoresSemCoordenadorDeArea;0,875
avaliarAvaliador;distribuirAvaliadoresSemFichaDeAvaliacao;0,875
avaliarAvaliador;distribuirAvaliadoresSemPreencherPrazoDeAvaliacao;0,875
avaliarAvaliador;distribuirAvaliadoresVerPrimeiraProducao;0,875
avaliarAvaliador;distribuirAvaliadoresVerPrimeiraProducaoAtualizada;0,875
avaliarAvaliador;distribuirAvaliadoresVerSegundaProducao;0,875
avaliarAvaliador;distribuirAvaliadoresVerSegundaProducaoAtualizada;0,875
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoSemCabecalho;0,90625
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoSemDocumento;0,90625
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoVazio;0,90625
avaliarAvaliador;importarAvaliadoresCoordenadorComSucesso;0,90625
avaliarAvaliador;importarAvaliadoresCoordenadorDuasVezesComSucesso;0,90625
avaliarAvaliador;importarAvaliadoresCoordenadorPagina;0,875
avaliarAvaliador;importarAvaliadoresCoordenadorSemArquivo;0,875
avaliarAvaliador;importarAvaliadoresCoordenadorVerAvaliadoresDeImportacao;0,90625
