avaliarAvaliador;avaliarAvaliador;1
avaliarAvaliador;avaliarCoordenadorDeArea;1
avaliarAvaliador;cadastrarFichaDeAvaliacaoComSucesso;0,140625
avaliarAvaliador;cadastrarFichaDeAvaliacaoDuasVezesComSucesso;0,234375
avaliarAvaliador;cadastrarFichaDeAvaliacaoPagina;0,171875
avaliarAvaliador;cadastrarFichaDeAvaliacaoSomatorioDePontosAcimaDe100;0,140625
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFichaDeAvaliacao;0,265625
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFichaDeAvaliacaoRecadastrada;0,234375
avaliarAvaliador;cadastrarFichaDeAvaliacaoVerFormulario;0,265625
avaliarAvaliador;distribuirAvaliadoresComMaisDeUmCoordenadorDeArea;0,203125
avaliarAvaliador;distribuirAvaliadoresComSucesso;0,328125
avaliarAvaliador;distribuirAvaliadoresPagina;0,140625
avaliarAvaliador;distribuirAvaliadoresSemAvaliadores;0,203125
avaliarAvaliador;distribuirAvaliadoresSemCoordenadorDeArea;0,203125
avaliarAvaliador;distribuirAvaliadoresSemFichaDeAvaliacao;0,203125
avaliarAvaliador;distribuirAvaliadoresSemPreencherPrazoDeAvaliacao;0,171875
avaliarAvaliador;distribuirAvaliadoresVerPrimeiraProducao;0,328125
avaliarAvaliador;distribuirAvaliadoresVerPrimeiraProducaoAtualizada;0,265625
avaliarAvaliador;distribuirAvaliadoresVerSegundaProducao;0,328125
avaliarAvaliador;distribuirAvaliadoresVerSegundaProducaoAtualizada;0,265625
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoSemCabecalho;0,171875
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoSemDocumento;0,171875
avaliarAvaliador;importarAvaliadoresCoordenadorArquivoVazio;0,171875
avaliarAvaliador;importarAvaliadoresCoordenadorComSucesso;0,265625
avaliarAvaliador;importarAvaliadoresCoordenadorDuasVezesComSucesso;0,171875
avaliarAvaliador;importarAvaliadoresCoordenadorPagina;0,171875
avaliarAvaliador;importarAvaliadoresCoordenadorSemArquivo;0,234375
avaliarAvaliador;importarAvaliadoresCoordenadorVerAvaliadoresDeImportacao;0,171875
